ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Discount_Level,Complaint_Ratio,Loyal_Customer,Shipping_Efficiency,Cost_Per_Weight
7805,2,0,3,3,244,4,2,1,10,5181,0,1,0.6,1,0.75,0.047095155375410154
7806,4,0,3,2,219,6,1,0,9,5263,1,1,0.42857142857142855,1,0.5,0.04161124833745013
7807,3,0,4,2,219,4,0,0,2,4422,1,1,0.8,1,0.4,0.04952510176390773
7808,4,0,3,5,175,3,0,0,6,5150,0,1,0.75,0,1.25,0.03398058252427184
7809,0,0,4,2,196,3,2,0,2,4474,0,1,1.0,0,0.4,0.04380867232901207
7810,1,0,3,5,230,3,0,1,4,5189,1,1,0.75,0,1.25,0.04432453266525342
7811,2,0,4,3,262,4,0,0,2,4783,1,1,0.8,1,0.6,0.05477733639974911
7812,4,0,5,4,228,4,0,0,7,5913,0,1,1.0,1,0.6666666666666666,0.038559107052257735
7813,3,0,3,2,138,2,2,1,8,5714,0,1,1.0,0,0.5,0.02415120756037802
7814,4,0,4,1,240,3,1,0,4,4787,0,1,1.0,0,0.2,0.05013578441612701
7815,0,0,3,1,104,4,1,0,9,5211,1,1,0.6,1,0.25,0.019957781615812704
7816,1,0,3,2,261,2,2,1,10,4035,0,1,1.0,0,0.5,0.06468401486988848
7817,2,0,4,3,181,3,1,1,4,4399,1,1,1.0,0,0.6,0.041145714935212546
7818,4,0,5,2,152,3,2,1,4,4699,1,1,1.25,0,0.3333333333333333,0.032347307937859116
7819,3,0,2,2,215,5,2,1,3,5185,1,1,0.3333333333333333,1,0.6666666666666666,0.041465766634522665
7820,4,0,5,4,266,6,2,0,7,4486,0,1,0.7142857142857143,1,0.6666666666666666,0.05929558626839055
7821,0,0,4,5,265,2,2,0,9,5135,1,1,1.3333333333333333,0,1.0,0.05160662122687439
7822,1,0,5,5,142,4,2,1,8,5372,0,1,1.0,1,0.8333333333333334,0.02643335815338794
7823,2,0,5,3,169,2,1,0,1,4500,1,1,1.6666666666666667,0,0.5,0.03755555555555556
7824,4,0,3,5,257,3,2,1,4,5196,1,1,0.75,0,1.25,0.049461123941493455
7825,3,0,3,2,142,3,1,1,9,4234,0,1,0.75,0,0.5,0.03353802550779405
7826,4,0,2,4,233,4,2,0,4,5408,0,1,0.4,1,1.3333333333333333,0.04308431952662722
7827,0,2,4,2,136,4,2,1,9,5038,0,1,0.8,1,0.4,0.026994839221913456
7828,1,2,2,2,173,3,1,0,10,4736,0,1,0.5,0,0.6666666666666666,0.036528716216216214
7829,2,2,3,4,221,3,1,1,10,4927,1,1,0.75,0,1.0,0.044854881266490766
7830,4,2,5,3,204,3,1,1,10,5610,1,1,1.25,0,0.5,0.03636363636363636
7831,3,2,4,5,149,2,1,1,2,5724,1,1,1.3333333333333333,0,1.0,0.026030747728860937
7832,4,2,2,1,166,3,2,0,7,5990,1,1,0.5,0,0.3333333333333333,0.027712854757929884
7833,0,2,5,4,265,2,1,0,2,5164,1,1,1.6666666666666667,0,0.6666666666666666,0.05131680867544539
7834,1,2,3,1,140,2,1,0,8,5253,1,1,1.0,0,0.25,0.0266514372739387
7835,2,2,4,3,234,3,2,0,9,4868,1,1,1.0,0,0.6,0.04806902218570255
7836,4,2,3,5,139,2,1,0,6,5181,0,1,1.0,0,1.25,0.026828797529434473
7837,3,2,3,4,232,2,1,0,8,5629,1,1,1.0,0,1.0,0.04121513590335761
7838,4,2,3,5,187,4,2,0,4,5640,0,1,0.6,1,1.25,0.033156028368794326
7839,0,2,3,4,197,6,2,1,3,4890,1,1,0.42857142857142855,1,1.0,0.040286298568507156
7840,1,2,3,4,273,2,2,0,5,5223,0,1,1.0,0,1.0,0.05226881102814474
7841,2,2,3,2,201,3,2,1,7,4890,0,1,0.75,0,0.5,0.041104294478527606
7842,4,2,2,2,201,3,0,1,2,4865,1,1,0.5,0,0.6666666666666666,0.04131551901336074
7843,3,2,4,3,227,3,2,1,10,5782,1,1,1.0,0,0.6,0.03925977170529229
7844,4,2,3,5,171,2,2,1,1,4783,1,1,1.0,0,1.25,0.035751620321973654
7845,0,2,3,5,192,2,1,0,7,5069,1,1,1.0,0,1.25,0.03787729335174591
7846,1,2,3,1,226,3,0,1,2,4831,1,1,0.75,0,0.25,0.04678120471951977
7847,2,2,3,4,252,2,2,0,6,4040,1,1,1.0,0,1.0,0.062376237623762376
7848,4,2,4,5,177,3,2,0,7,4243,1,1,1.0,0,1.0,0.041715767145887345
7849,3,2,3,5,211,3,2,1,5,4058,1,1,0.75,0,1.25,0.05199605717102021
7850,4,2,6,3,170,4,1,1,1,4912,0,1,1.2,1,0.42857142857142855,0.03460912052117264
7851,0,2,2,3,118,4,2,1,7,5510,0,1,0.4,1,1.0,0.021415607985480943
7852,1,2,4,4,146,3,1,1,3,5225,1,1,1.0,0,0.8,0.027942583732057415
7853,2,2,3,5,150,3,0,1,6,4565,0,1,0.75,0,1.25,0.03285870755750274
7854,4,2,5,5,243,3,2,1,3,5700,1,1,1.25,0,0.8333333333333334,0.04263157894736842
7855,3,2,4,4,135,3,2,1,6,4335,1,1,1.0,0,0.8,0.031141868512110725
7856,4,2,4,5,209,3,1,0,6,5899,1,1,1.0,0,1.0,0.03542973385319546
7857,0,2,4,5,217,3,2,1,2,5461,1,1,1.0,0,1.0,0.039736312030763596
7858,1,2,2,2,287,4,2,1,10,5972,0,1,0.4,1,0.6666666666666666,0.048057602143335564
7859,2,2,2,3,239,6,2,1,4,4022,0,1,0.2857142857142857,1,1.0,0.05942317255096967
7860,4,2,5,2,189,2,2,1,2,4636,1,1,1.6666666666666667,0,0.3333333333333333,0.0407679033649698
7861,3,2,4,2,139,3,2,1,10,4648,0,1,1.0,0,0.4,0.029905335628227194
7862,4,2,4,2,255,3,1,0,8,5865,0,1,1.0,0,0.4,0.043478260869565216
7863,0,2,5,1,132,4,2,0,4,5461,0,1,1.0,1,0.16666666666666666,0.024171397180003662
7864,1,2,4,1,136,3,2,0,4,5060,1,1,1.0,0,0.2,0.026877470355731226
7865,2,2,5,3,143,3,1,1,6,4761,1,1,1.25,0,0.5,0.030035706784289014
7866,4,2,3,4,201,2,1,0,8,4394,0,1,1.0,0,1.0,0.045744196631770595
7867,3,2,6,5,278,5,2,0,2,4361,1,1,1.0,1,0.7142857142857143,0.06374684705342812
7868,4,2,4,3,213,3,2,1,4,4367,0,1,1.0,0,0.6,0.048774902679184794
7869,0,2,2,1,202,2,2,0,5,4456,0,1,0.6666666666666666,0,0.3333333333333333,0.04533213644524237
7870,1,2,4,5,240,2,2,1,6,5045,1,1,1.3333333333333333,0,1.0,0.04757185332011893
7871,2,2,5,4,223,3,1,1,7,4671,1,1,1.25,0,0.6666666666666666,0.047741383001498605
7872,4,2,4,4,193,3,1,1,2,5975,1,1,1.0,0,0.8,0.032301255230125524
7873,3,2,3,1,224,3,1,1,8,4908,0,1,0.75,0,0.25,0.045639771801140996
7874,4,2,3,1,202,3,2,0,7,5818,0,1,0.75,0,0.25,0.03471983499484359
7875,0,2,4,5,236,4,2,1,1,4082,0,1,0.8,1,1.0,0.057814796668299855
7876,1,2,3,3,216,4,1,0,9,5107,1,1,0.6,1,0.75,0.042294889367534755
7877,2,2,3,1,229,3,2,1,7,5324,1,1,0.75,0,0.25,0.043012772351615325
7878,4,2,4,5,275,3,2,1,1,5394,1,1,1.0,0,1.0,0.05098257322951427
7879,3,2,3,3,250,2,2,0,8,5067,0,1,1.0,0,0.75,0.04933885928557332
7880,4,2,4,3,196,3,1,1,10,4433,1,1,1.0,0,0.6,0.04421385066546357
7881,0,2,2,2,220,3,1,1,1,5289,0,1,0.5,0,0.6666666666666666,0.04159576479485725
7882,1,2,4,4,152,3,1,1,8,4430,0,1,1.0,0,0.8,0.03431151241534989
7883,2,2,3,2,186,2,1,1,7,5522,0,1,1.0,0,0.5,0.033683448026077506
7884,4,2,3,1,189,3,1,0,3,5866,1,1,0.75,0,0.25,0.032219570405727926
7885,3,2,3,1,222,3,1,1,1,5362,1,1,0.75,0,0.25,0.041402461767997015
7886,4,2,4,1,139,3,1,0,7,5317,0,1,1.0,0,0.2,0.026142561594884334
7887,0,2,5,1,169,4,1,1,6,4253,1,1,1.0,1,0.16666666666666666,0.039736656477780394
7888,1,2,4,3,137,3,2,1,9,5016,0,1,1.0,0,0.6,0.027312599681020733
7889,2,2,3,1,212,6,1,1,5,5339,0,1,0.42857142857142855,1,0.25,0.03970781045139539
7890,4,2,3,5,230,4,1,0,5,4450,1,1,0.6,1,1.25,0.051685393258426963
7891,3,2,3,2,262,2,1,1,7,5141,1,1,1.0,0,0.5,0.05096284769500097
7892,4,2,4,4,166,2,1,1,8,5192,0,1,1.3333333333333333,0,0.8,0.031972265023112484
7893,0,2,6,2,99,3,1,1,8,5872,0,1,1.5,0,0.2857142857142857,0.01685967302452316
7894,1,2,4,2,263,3,1,0,7,5395,1,1,1.0,0,0.4,0.04874884151992586
7895,2,2,5,4,223,3,1,1,8,4310,1,1,1.25,0,0.6666666666666666,0.05174013921113689
7896,4,2,3,1,220,2,1,0,7,5653,0,1,1.0,0,0.25,0.03891738899699275
7897,3,2,3,3,242,3,2,0,8,5915,1,1,0.75,0,0.75,0.04091293322062553
7898,4,2,3,4,163,3,0,0,6,5912,0,1,0.75,0,1.0,0.02757104194857916
7899,0,2,3,4,273,2,2,1,2,4219,1,1,1.0,0,1.0,0.06470727660583077
7900,1,2,5,5,261,5,2,1,9,5385,0,1,0.8333333333333334,1,0.8333333333333334,0.048467966573816156
7901,2,2,5,1,179,2,1,1,8,5198,1,1,1.6666666666666667,0,0.16666666666666666,0.03443632166217776
7902,4,2,5,2,182,3,1,0,10,4128,1,1,1.25,0,0.3333333333333333,0.04408914728682171
7903,3,2,3,4,202,2,2,0,6,5030,0,1,1.0,0,1.0,0.040159045725646124
7904,4,2,5,2,154,4,1,0,8,4820,0,1,1.0,1,0.3333333333333333,0.031950207468879666
7905,0,2,4,4,224,2,1,0,8,5754,1,1,1.3333333333333333,0,0.8,0.038929440389294405
7906,1,2,3,2,139,3,2,1,4,5531,0,1,0.75,0,0.5,0.02513107937081902
7907,2,2,3,5,256,2,2,0,6,5375,0,1,1.0,0,1.25,0.04762790697674418
7908,4,2,3,2,251,4,0,0,7,4038,0,1,0.6,1,0.5,0.06215948489351164
7909,3,2,4,5,254,3,2,0,10,4148,0,1,1.0,0,1.0,0.06123432979749277
7910,4,2,5,1,181,3,1,0,6,5423,0,1,1.25,0,0.16666666666666666,0.03337635994836806
7911,0,2,4,4,254,3,1,1,7,5637,0,1,1.0,0,0.8,0.04505942877417066
7912,1,2,3,3,239,3,2,1,7,4942,0,1,0.75,0,0.75,0.04836098745447187
7913,2,2,3,3,167,2,1,1,6,5101,0,1,1.0,0,0.75,0.032738678690452855
7914,4,2,4,2,192,2,1,1,9,4140,0,1,1.3333333333333333,0,0.4,0.0463768115942029
7915,3,2,3,2,163,2,1,0,5,5021,0,1,1.0,0,0.5,0.0324636526588329
7916,4,2,3,1,213,2,1,1,6,4747,0,1,1.0,0,0.25,0.044870444491257634
7917,0,2,3,3,230,3,1,1,4,4018,1,1,0.75,0,0.75,0.057242409158785465
7918,1,2,3,3,264,3,1,1,3,4970,0,1,0.75,0,0.75,0.05311871227364185
7919,2,2,5,1,182,2,1,1,6,4121,1,1,1.6666666666666667,0,0.16666666666666666,0.04416403785488959
7920,4,1,5,1,223,3,2,0,4,4905,1,1,1.25,0,0.16666666666666666,0.045463812436289504
7921,3,1,4,1,261,2,2,0,9,4158,0,1,1.3333333333333333,0,0.2,0.06277056277056277
7922,4,1,4,2,248,2,1,0,10,5783,0,1,1.3333333333333333,0,0.4,0.0428843160989106
7923,0,1,4,5,169,4,1,1,5,5347,0,1,0.8,1,1.0,0.03160650832242379
7924,1,1,3,4,188,6,2,0,6,4031,1,1,0.42857142857142855,1,1.0,0.04663855122798313
7925,2,1,3,4,142,4,2,1,5,4429,0,1,0.6,1,1.0,0.03206141341160533
7926,4,1,4,1,208,2,1,0,5,5707,1,1,1.3333333333333333,0,0.2,0.03644646924829157
7927,3,1,4,5,239,2,2,0,1,4247,0,1,1.3333333333333333,0,1.0,0.05627501765952437
7928,4,1,5,5,218,5,1,1,5,4303,1,1,0.8333333333333334,1,0.8333333333333334,0.05066232860794794
7929,0,1,4,1,137,3,2,0,3,4962,1,1,1.0,0,0.2,0.027609834744054818
7930,1,1,4,4,97,6,1,1,4,5801,0,1,0.5714285714285714,1,0.8,0.016721254956042063
7931,2,1,3,1,242,10,0,1,9,5151,1,1,0.2727272727272727,1,0.25,0.046981168705105804
7932,4,1,4,3,153,7,2,0,4,4499,1,1,0.5,1,0.6,0.034007557234941095
7933,3,1,3,3,188,5,1,0,6,5713,0,1,0.5,1,0.75,0.032907404165937335
7934,4,1,4,1,272,2,1,0,8,5328,1,1,1.3333333333333333,0,0.2,0.05105105105105105
7935,0,1,2,2,165,3,2,0,10,4080,1,1,0.5,0,0.6666666666666666,0.04044117647058824
7936,1,1,4,4,218,2,2,0,3,5692,1,1,1.3333333333333333,0,0.8,0.03829936753338018
7937,2,1,4,3,153,4,1,1,4,5161,0,1,0.8,1,0.6,0.029645417554737454
7938,4,1,6,1,250,2,2,1,4,4016,0,1,2.0,0,0.14285714285714285,0.062250996015936255
7939,3,1,4,1,204,8,1,0,7,5359,0,1,0.4444444444444444,1,0.2,0.038066803508117183
7940,4,1,4,1,154,10,0,1,10,5674,1,1,0.36363636363636365,1,0.2,0.027141346492774058
7941,0,1,4,2,233,7,2,0,5,5361,0,1,0.5,1,0.4,0.043462040664055214
7942,1,0,4,3,225,8,1,1,8,4718,1,1,0.4444444444444444,1,0.6,0.0476896990250106
7943,2,0,4,4,269,10,0,0,3,4488,0,1,0.36363636363636365,1,0.8,0.05993761140819964
7944,4,0,4,5,173,4,1,1,7,4978,1,1,0.8,1,1.0,0.034752912816392124
7945,3,0,4,1,145,3,1,1,8,5127,0,1,1.0,0,0.2,0.02828164618685391
7946,4,0,4,4,242,2,2,1,6,5866,0,1,1.3333333333333333,0,0.8,0.04125468803273099
7947,0,0,3,5,255,7,2,1,8,4091,1,1,0.375,1,1.25,0.062331948178929356
7948,1,0,4,1,254,7,1,1,5,4104,1,1,0.5,1,0.2,0.06189083820662768
7949,2,0,4,3,150,3,0,0,2,4383,0,1,1.0,0,0.6,0.034223134839151265
7950,4,0,4,2,201,8,2,0,6,5128,0,1,0.4444444444444444,1,0.4,0.039196567862714506
7951,3,0,5,2,262,5,1,1,5,1751,0,1,0.8333333333333334,1,0.3333333333333333,0.14962878355225587
7952,4,0,6,4,306,4,1,0,8,1465,0,1,1.2,1,0.5714285714285714,0.20887372013651878
7953,0,0,6,5,276,4,1,1,9,1319,0,1,1.2,1,0.7142857142857143,0.2092494313874147
7954,1,0,3,2,183,5,1,1,3,1336,1,1,0.5,1,0.5,0.13697604790419163
7955,2,0,5,1,239,5,1,0,7,1859,1,1,0.8333333333333334,1,0.16666666666666666,0.12856374394835934
7956,4,0,7,3,285,4,1,1,10,1935,1,1,1.4,1,0.375,0.14728682170542637
7957,3,0,5,5,229,6,1,0,6,1857,0,1,0.7142857142857143,1,0.8333333333333334,0.12331717824448034
7958,4,0,7,5,308,5,2,1,6,1154,0,1,1.1666666666666667,1,0.625,0.2668977469670711
7959,0,0,6,2,293,4,1,0,7,1477,0,1,1.2,1,0.2857142857142857,0.1983750846310088
7960,1,0,6,4,247,4,1,1,7,1831,0,1,1.2,1,0.5714285714285714,0.1348989623156745
7961,2,0,6,1,260,5,1,0,3,1434,0,1,1.0,1,0.14285714285714285,0.18131101813110181
7962,4,0,7,1,308,4,2,1,5,1705,0,1,1.4,1,0.125,0.18064516129032257
7963,3,0,5,3,274,6,2,1,7,1293,0,1,0.7142857142857143,1,0.5,0.21191028615622584
7964,4,2,5,1,236,6,1,1,4,1123,1,1,0.7142857142857143,1,0.16666666666666666,0.21015138023152272
7965,0,2,7,1,291,4,2,0,1,1796,0,1,1.4,1,0.125,0.16202672605790647
7966,1,2,5,4,223,3,2,1,7,5738,0,1,1.25,0,0.6666666666666666,0.03886371558034158
7967,2,2,4,4,261,2,2,1,8,5006,1,1,1.3333333333333333,0,0.8,0.05213743507790651
7968,4,2,4,1,248,2,1,0,6,5621,0,1,1.3333333333333333,0,0.2,0.04412026329834549
7969,3,2,4,5,169,4,1,0,6,4213,0,1,0.8,1,1.0,0.04011393306432471
7970,4,2,3,2,188,6,2,0,1,4856,0,1,0.42857142857142855,1,0.5,0.03871499176276771
7971,0,2,3,1,142,4,2,1,7,4780,0,1,0.6,1,0.25,0.029707112970711297
7972,1,2,4,1,208,2,1,1,6,5266,0,1,1.3333333333333333,0,0.2,0.03949867071781238
7973,2,2,4,3,239,2,2,0,7,5384,0,1,1.3333333333333333,0,0.6,0.04439078751857355
7974,4,2,5,3,218,5,1,0,9,4435,1,1,0.8333333333333334,1,0.5,0.04915445321307779
7975,3,2,4,5,137,3,2,1,1,4861,0,1,1.0,0,1.0,0.02818350133717342
7976,4,2,4,3,97,6,1,0,4,4375,0,1,0.5714285714285714,1,0.6,0.02217142857142857
7977,0,2,3,4,242,10,0,1,5,4127,0,1,0.2727272727272727,1,1.0,0.05863823600678459
7978,1,2,4,1,153,7,2,0,4,5761,1,1,0.5,1,0.2,0.026557889255337613
7979,2,2,3,4,188,5,1,0,3,4835,1,1,0.5,1,1.0,0.03888314374353671
7980,4,2,4,4,272,2,1,1,7,4042,1,1,1.3333333333333333,0,0.8,0.06729341909945571
7981,3,2,2,4,165,3,2,1,7,5856,0,1,0.5,0,1.3333333333333333,0.02817622950819672
7982,4,2,4,4,218,2,2,1,3,5039,0,1,1.3333333333333333,0,0.8,0.04326255209366938
7983,0,2,4,4,153,4,1,1,5,5162,0,1,0.8,1,0.8,0.029639674544750097
7984,1,2,6,3,250,2,2,0,1,4747,0,1,2.0,0,0.42857142857142855,0.052664840952180325
7985,2,2,4,2,204,8,1,0,1,4038,1,1,0.4444444444444444,1,0.4,0.05052005943536404
7986,4,2,4,3,154,10,0,1,7,5317,0,1,0.36363636363636365,1,0.6,0.028963701335339476
7987,3,2,4,1,233,7,2,1,7,4272,1,1,0.5,1,0.2,0.05454119850187266
7988,4,2,4,2,225,8,1,0,8,5623,0,1,0.4444444444444444,1,0.4,0.04001422728081096
7989,0,2,4,2,269,10,0,1,2,5616,1,1,0.36363636363636365,1,0.4,0.0478988603988604
7990,1,2,4,1,173,4,1,0,1,5789,0,1,0.8,1,0.2,0.02988426325790292
7991,2,2,4,3,145,3,1,0,5,5802,1,1,1.0,0,0.6,0.024991382281971734
7992,4,2,4,5,242,2,2,0,2,4806,1,1,1.3333333333333333,0,1.0,0.05035372451102788
7993,3,2,3,2,255,7,2,1,2,5282,0,1,0.375,1,0.5,0.048277167739492616
7994,4,2,4,2,254,7,1,0,6,5121,0,1,0.5,1,0.4,0.04959968756102324
7995,0,2,4,5,150,3,0,0,10,5767,1,1,1.0,0,1.0,0.02601005722212589
7996,1,2,4,1,201,8,2,1,4,4295,0,1,0.4444444444444444,1,0.2,0.04679860302677532
7997,2,2,5,3,262,5,1,0,8,1493,1,1,0.8333333333333334,1,0.5,0.17548559946416611
7998,4,2,6,1,306,4,1,0,4,1449,1,1,1.2,1,0.14285714285714285,0.2111801242236025
7999,3,2,6,4,276,4,1,0,2,1120,1,1,1.2,1,0.5714285714285714,0.24642857142857144
8000,4,2,3,2,183,5,1,0,2,1158,1,1,0.5,1,0.5,0.15803108808290156
8001,0,2,5,2,239,5,1,1,1,1518,1,1,0.8333333333333334,1,0.3333333333333333,0.15744400527009222
8002,1,2,7,2,285,4,1,1,2,1491,1,1,1.4,1,0.25,0.19114688128772636
8003,2,2,5,4,229,6,1,0,9,1733,0,1,0.7142857142857143,1,0.6666666666666666,0.1321407963069821
8004,4,2,7,3,308,5,2,1,10,1152,1,1,1.1666666666666667,1,0.375,0.2673611111111111
8005,3,2,6,4,293,4,1,0,8,1145,1,1,1.2,1,0.5714285714285714,0.25589519650655024
8006,4,2,6,3,247,4,1,0,6,1537,0,1,1.2,1,0.42857142857142855,0.16070266753415746
8007,0,2,6,3,260,5,1,1,8,1324,1,1,1.0,1,0.42857142857142855,0.19637462235649547
8008,1,2,7,1,308,4,2,1,7,1841,1,1,1.4,1,0.125,0.16730038022813687
8009,2,2,6,2,282,4,1,1,1,1857,1,1,1.2,1,0.2857142857142857,0.1518578352180937
8010,4,2,6,4,268,4,2,0,3,1586,0,1,1.2,1,0.5714285714285714,0.16897856242118536
8011,3,2,5,3,238,5,0,1,7,1848,0,1,0.8333333333333334,1,0.5,0.12878787878787878
8012,4,2,5,3,254,6,1,1,7,1064,0,1,0.7142857142857143,1,0.5,0.2387218045112782
8013,0,2,5,3,252,5,1,1,3,1474,0,1,0.8333333333333334,1,0.5,0.17096336499321574
8014,1,2,6,4,254,4,1,1,9,1594,0,1,1.2,1,0.5714285714285714,0.15934755332496864
8015,2,2,4,1,263,5,1,1,8,1426,1,1,0.6666666666666666,1,0.2,0.1844319775596073
8016,4,2,5,4,256,5,1,1,6,1551,0,1,0.8333333333333334,1,0.6666666666666666,0.1650548033526757
8017,3,2,6,5,264,4,2,1,8,1755,0,1,1.2,1,0.7142857142857143,0.15042735042735042
8018,4,2,4,5,237,5,1,1,2,1357,1,1,0.6666666666666666,1,1.0,0.1746499631540162
8019,0,2,4,1,226,5,2,1,6,1510,1,1,0.6666666666666666,1,0.2,0.14966887417218544
8020,1,2,7,5,289,4,1,1,3,1656,1,1,1.4,1,0.625,0.17451690821256038
8021,2,2,7,4,281,4,1,1,9,1970,0,1,1.4,1,0.5,0.14263959390862943
8022,4,2,5,1,258,5,1,0,4,1032,0,1,0.8333333333333334,1,0.16666666666666666,0.25
8023,3,2,6,2,263,4,1,0,8,1635,0,1,1.2,1,0.2857142857142857,0.16085626911314985
8024,4,2,5,3,245,5,1,0,2,1937,0,1,0.8333333333333334,1,0.5,0.12648425400103253
8025,0,2,7,3,296,4,2,1,8,1826,1,1,1.4,1,0.375,0.16210295728368018
8026,1,2,7,3,286,4,1,0,5,1866,1,1,1.4,1,0.375,0.1532690246516613
8027,2,2,6,3,252,2,1,1,1,1756,0,1,2.0,0,0.42857142857142855,0.14350797266514806
8028,4,2,6,5,301,4,1,0,7,1393,1,1,1.2,1,0.7142857142857143,0.21608040201005024
8029,3,2,7,1,290,4,1,1,4,1488,0,1,1.4,1,0.125,0.19489247311827956
8030,4,2,7,1,247,4,2,1,6,1297,1,1,1.4,1,0.125,0.19043947571318426
8031,0,2,5,5,238,6,1,0,3,1965,1,1,0.7142857142857143,1,0.8333333333333334,0.12111959287531807
8032,1,2,5,2,263,5,2,0,10,1059,0,1,0.8333333333333334,1,0.3333333333333333,0.24834749763928235
8033,2,2,5,2,263,4,1,1,3,1740,1,1,1.0,1,0.3333333333333333,0.1511494252873563
8034,4,2,5,2,248,5,1,0,3,1046,1,1,0.8333333333333334,1,0.3333333333333333,0.23709369024856597
8035,3,2,7,2,289,5,1,1,1,1178,0,1,1.1666666666666667,1,0.25,0.24533106960950765
8036,4,2,4,4,256,5,0,1,1,1927,1,1,0.6666666666666666,1,0.8,0.13284898806434872
8037,0,2,6,2,287,4,1,0,7,1837,1,1,1.2,1,0.2857142857142857,0.1562329885683179
8038,1,2,4,2,250,5,2,1,10,1026,1,1,0.6666666666666666,1,0.4,0.24366471734892786
8039,2,2,7,3,301,4,2,1,1,1966,1,1,1.4,1,0.375,0.1531027466937945
8040,4,2,4,1,245,5,1,0,3,1537,0,1,0.6666666666666666,1,0.2,0.1594014313597918
8041,3,2,4,5,226,5,2,1,8,1133,0,1,0.6666666666666666,1,1.0,0.1994704324801412
8042,4,2,6,2,272,5,1,1,8,1045,0,1,1.0,1,0.2857142857142857,0.2602870813397129
8043,0,2,3,3,307,5,1,0,3,1578,1,1,0.5,1,0.75,0.19455006337135614
8044,1,2,6,1,138,3,1,1,6,1604,0,1,1.5,0,0.14285714285714285,0.08603491271820449
8045,2,2,5,1,248,5,1,0,8,1810,0,1,0.8333333333333334,1,0.16666666666666666,0.13701657458563535
8046,4,2,5,1,307,4,1,1,8,1511,1,1,1.0,1,0.16666666666666666,0.2031767041694242
8047,3,2,6,2,256,4,1,0,6,1507,0,1,1.2,1,0.2857142857142857,0.16987392169873922
8048,4,2,6,5,301,5,1,1,8,1443,0,1,1.0,1,0.7142857142857143,0.2085932085932086
8049,0,2,7,3,245,4,2,0,10,1610,1,1,1.4,1,0.375,0.15217391304347827
8050,1,2,2,2,168,2,2,0,2,1227,1,1,0.6666666666666666,0,0.6666666666666666,0.13691931540342298
8051,2,2,6,1,295,4,1,1,10,1600,0,1,1.2,1,0.14285714285714285,0.184375
8052,4,2,6,4,299,4,1,1,9,1527,0,1,1.2,1,0.5714285714285714,0.19580877537655533
8053,3,2,6,4,253,4,2,1,9,1488,0,1,1.2,1,0.5714285714285714,0.1700268817204301
8054,4,2,7,4,269,4,2,1,5,1073,0,1,1.4,1,0.5,0.2506989748369059
8055,0,2,5,1,267,5,2,0,10,1818,0,1,0.8333333333333334,1,0.16666666666666666,0.14686468646864687
8056,1,2,3,5,212,3,2,1,7,4411,1,1,0.75,0,1.25,0.048061664021763775
8057,2,1,5,3,258,3,2,0,1,5719,0,1,1.25,0,0.5,0.045112781954887216
8058,4,1,4,3,136,3,1,1,6,4911,1,1,1.0,0,0.6,0.027692934229281204
8059,3,1,3,1,101,2,2,0,1,5560,0,1,1.0,0,0.25,0.01816546762589928
8060,4,1,5,2,191,4,1,0,3,5578,0,1,1.0,1,0.3333333333333333,0.0342416636787379
8061,0,1,5,5,186,4,1,1,3,4287,0,1,1.0,1,0.8333333333333334,0.04338698390482855
8062,1,1,4,4,104,5,1,0,7,5590,0,1,0.6666666666666666,1,0.8,0.018604651162790697
8063,2,1,4,3,201,4,2,0,3,4797,0,1,0.8,1,0.6,0.041901188242651655
8064,4,1,3,2,235,2,2,0,10,4172,0,1,1.0,0,0.5,0.05632790028763183
8065,3,1,4,4,271,6,0,1,3,5204,0,1,0.5714285714285714,1,0.8,0.05207532667179093
8066,4,1,2,3,133,4,1,0,5,5989,1,1,0.4,1,1.0,0.022207380197027886
8067,0,1,3,1,256,4,1,1,6,4814,1,1,0.6,1,0.25,0.05317823016202742
8068,1,1,3,1,225,2,1,0,2,4438,1,1,1.0,0,0.25,0.050698512843623256
8069,2,1,5,3,202,3,1,1,4,4134,1,1,1.25,0,0.5,0.04886308659893566
8070,4,1,4,4,214,3,2,0,1,4717,0,1,1.0,0,0.8,0.04536781852872589
8071,3,1,6,3,217,6,2,1,3,4209,0,1,0.8571428571428571,1,0.42857142857142855,0.05155618911855547
8072,4,1,4,1,241,2,1,1,3,5672,0,1,1.3333333333333333,0,0.2,0.04248942172073343
8073,0,1,2,3,263,3,1,1,10,5997,0,1,0.5,0,1.0,0.04385526096381524
8074,1,1,4,2,273,2,1,0,9,4221,0,1,1.3333333333333333,0,0.4,0.06467661691542288
8075,2,1,4,4,199,3,1,0,9,5016,0,1,1.0,0,0.8,0.03967304625199362
8076,4,1,4,1,198,4,2,0,9,5382,0,1,0.8,1,0.2,0.03678929765886288
8077,3,1,2,4,101,6,1,0,6,5080,1,1,0.2857142857142857,1,1.3333333333333333,0.01988188976377953
8078,4,1,4,4,155,4,1,0,10,5483,1,1,0.8,1,0.8,0.028269195695786977
8079,0,0,2,1,155,2,1,1,2,5661,1,1,0.6666666666666666,0,0.3333333333333333,0.027380321497968558
8080,1,0,4,3,117,3,2,0,4,4666,0,1,1.0,0,0.6,0.025075010715816547
8081,2,0,3,2,262,2,1,1,5,5747,1,1,1.0,0,0.5,0.045589002958065075
